"R0",,,,,,,,,,,"R1",,,,,,,,,,"R2",,,,,,,,,,"R3",,,,,,,,,,"R4",,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","sigma [pixel]"
30,157.683,-26.7845,164.529,0.0490892,-0.108806,-0.293609,0.000498211,0.000719388,0.00168832,0.00311644,156.769,-28.2178,85.0329,0.0145008,0.0885579,-0.16352,0.000381413,0.000578457,0.00139136,0.00226588,156.338,-26.9296,6.04384,-0.0923363,0.14732,-0.510956,0.000335094,0.000559773,0.0013081,0.00193071,156.302,-27.5261,-71.3474,-0.0153216,0.340074,-0.703891,0.000498553,0.000915091,0.0020667,0.00276053,5.51903,-13.1888,-0.00123566,-0.000375556,-0.000732905,-0.00161773,0.000919521,0.000918251,0.00213343,0.00312895
31,157.683,-26.7845,164.529,-0.151335,-0.105162,-0.103417,0.000506255,0.000731728,0.00171679,0.00316394,156.769,-28.2178,85.0329,-0.0862203,0.111376,0.00946204,0.000381675,0.000575967,0.00138532,0.00226606,156.338,-26.9296,6.04384,-0.0940514,0.180806,-0.332595,0.000340444,0.000569035,0.00133052,0.00196185,156.302,-27.5261,-71.3474,0.0815888,0.383973,-0.536968,0.000501506,0.000919436,0.00207709,0.00277015,5.51903,-13.1888,-0.00123566,0.000855366,0.00207591,-0.00254897,0.000901363,0.000906564,0.00210796,0.00308437
32,157.683,-26.7845,164.529,0.0912268,-0.20287,-0.333675,0.000525154,0.000754388,0.00177072,0.00327565,156.769,-28.2178,85.0329,0.0322884,0.0483073,-0.227762,0.000383916,0.000577787,0.00139044,0.00227639,156.338,-26.9296,6.04384,-0.0889269,0.13677,-0.568916,0.000334556,0.000557786,0.00130441,0.00192931,156.302,-27.5261,-71.3474,-0.0287392,0.361064,-0.778697,0.000500517,0.000918205,0.00207237,0.00276331,5.51903,-13.1888,-0.00123566,-0.00120121,-0.00144787,-0.00345214,0.000898706,0.000902614,0.00209828,0.00307198
33,157.683,-26.7845,164.529,-0.132736,-0.161158,-0.128077,0.000507865,0.000732387,0.0017183,0.00317515,156.769,-28.2178,85.0329,-0.0883376,0.0915549,-0.0279462,0.000428679,0.000641296,0.00154235,0.00253124,156.338,-26.9296,6.04384,-0.0901133,0.168731,-0.36569,0.000364545,0.000606459,0.0014194,0.00210788,156.302,-27.5261,-71.3474,0.0789924,0.377453,-0.588264,0.000502877,0.000919711,0.00207752,0.00276513,5.51903,-13.1888,-0.00123566,-0.000167487,-0.000366744,-0.00667392,0.000921189,0.000905962,0.00210363,0.00308709
34,157.683,-26.7845,164.529,0.0293803,-0.0968501,-0.258119,0.000521612,0.000750153,0.0017611,0.00325643,156.769,-28.2178,85.0329,-0.0141091,0.130758,-0.161754,0.000428027,0.000642293,0.00154411,0.00253836,156.338,-26.9296,6.04384,-0.0797788,0.171771,-0.505963,0.000362231,0.00060004,0.00140418,0.00209322,156.302,-27.5261,-71.3474,0.0127109,0.351294,-0.724156,0.000522754,0.000964493,0.0021754,0.00289012,5.51903,-13.1888,-0.00123566,0.000880561,0.00103544,0.00346441,0.000973186,0.000935813,0.0021725,0.00318931
35,157.683,-26.7845,164.529,-0.0790855,-0.178527,-0.180399,0.000521642,0.000749592,0.00175842,0.00324776,156.769,-28.2178,85.0329,-0.0823151,0.0883561,-0.0744132,0.000395829,0.00059656,0.00143573,0.00234924,156.338,-26.9296,6.04384,-0.0808019,0.162852,-0.425887,0.000322196,0.00053578,0.00125515,0.00185436,156.302,-27.5261,-71.3474,0.0604358,0.36886,-0.646857,0.000510811,0.000940346,0.00212253,0.00282648,5.51903,-13.1888,-0.00123566,-0.000603543,-0.00141955,-0.00701157,0.000965027,0.000945448,0.00219531,0.00322084
36,157.683,-26.7845,164.529,0.00717368,-0.269182,-0.264347,0.000504265,0.000726886,0.00170534,0.00314557,156.769,-28.2178,85.0329,-0.0498011,0.0378997,-0.149933,0.000379121,0.000570501,0.00137363,0.00224822,156.338,-26.9296,6.04384,-0.0729872,0.142053,-0.51568,0.000335018,0.000557638,0.0013036,0.00192664,156.302,-27.5261,-71.3474,0.0223472,0.377789,-0.732808,0.000510545,0.000939865,0.0021213,0.00282476,5.51903,-13.1888,-0.00123566,0.000134992,0.000805768,-0.00319492,0.000954718,0.000920214,0.00213699,0.00313207
37,157.683,-26.7845,164.529,-0.272124,-0.217188,-0.000885229,0.000508708,0.000731357,0.00171554,0.00317001,156.769,-28.2178,85.0329,-0.202424,0.0888305,0.117124,0.000379325,0.00057207,0.00137624,0.0022497,156.338,-26.9296,6.04384,-0.0682766,0.189175,-0.265355,0.00034776,0.000576488,0.00134906,0.00200833,156.302,-27.5261,-71.3474,0.152565,0.410685,-0.475723,0.000524576,0.000964194,0.00217953,0.00289912,5.51903,-13.1888,-0.00123566,0.00163814,0.00273932,-0.00553206,0.000967749,0.000938022,0.00217883,0.00319446
38,157.683,-26.7845,164.529,-0.0209068,-0.252318,-0.234503,0.000513655,0.000740739,0.00173709,0.003199,156.769,-28.2178,85.0329,-0.0866337,0.0535097,-0.110032,0.000380989,0.000572523,0.00137735,0.0022573,156.338,-26.9296,6.04384,-0.0540347,0.147634,-0.512078,0.000362781,0.000602992,0.00141077,0.00209473,156.302,-27.5261,-71.3474,0.0349837,0.360337,-0.708638,0.000500092,0.000921459,0.00208154,0.00276503,5.51903,-13.1888,-0.00123566,-0.000297376,-0.0033257,-0.00775468,0.000944212,0.000939408,0.00218272,0.00319817
39,157.683,-26.7845,164.529,-0.144007,-0.272325,-0.114047,0.000530384,0.000763205,0.00178908,0.00329454,156.769,-28.2178,85.0329,-0.160316,0.050791,8.64524e-05,0.000381524,0.000574343,0.00138153,0.00226457,156.338,-26.9296,6.04384,-0.0453551,0.161842,-0.41016,0.000368767,0.000611801,0.00143226,0.00212985,156.302,-27.5261,-71.3474,0.0891106,0.38086,-0.592872,0.000514279,0.00094697,0.00213818,0.00283836,5.51903,-13.1888,-0.00123566,-1.06598e-05,0.000302454,-0.0076822,0.000935637,0.000919457,0.00213435,0.00313074
